Size,Sleeve_Type,Color,Collar_Type,Fit,Pattern,Price,Trial_Count,Purchased
S,Half,Black,Polo,Loose,Checked,607,2,1
M,Full,Blue,Round,Loose,Printed,1378,5,1
S,Full,Black,Round,Loose,Printed,691,1,0
S,Half,Yellow,V-Neck,Regular,Printed,988,1,0
M,Sleeveless,Yellow,Mandarin,Regular,Printed,1638,3,0
XL,Full,Black,V-Neck,Regular,Printed,380,2,0
XL,Sleeveless,Black,Round,Loose,Solid,666,3,1
M,Full,Blue,Round,Regular,Printed,340,2,0
M,Half,Red,Round,Loose,Solid,2094,2,0
S,Half,White,Round,Loose,Striped,218,2,0
S,Full,Blue,Mandarin,Slim,Solid,432,9,1
S,Sleeveless,White,Round,Regular,Solid,1252,7,1
S,Full,Green,Mandarin,Regular,Printed,673,10,0
L,Sleeveless,Yellow,V-Neck,Slim,Solid,1814,2,0
L,Sleeveless,Red,Polo,Slim,Solid,501,3,0
M,Half,Blue,V-Neck,Slim,Striped,646,4,1
L,Sleeveless,White,V-Neck,Loose,Printed,1158,2,0
S,Sleeveless,White,V-Neck,Regular,Solid,679,3,1
L,Full,Black,V-Neck,Slim,Checked,2368,6,0
L,Sleeveless,White,Mandarin,Slim,Striped,2457,5,0
XL,Half,Blue,Polo,Loose,Solid,978,8,0
L,Half,Blue,Polo,Slim,Checked,1932,2,0
M,Half,Blue,Round,Regular,Striped,484,1,0
L,Full,White,V-Neck,Regular,Printed,728,0,0
S,Full,Red,V-Neck,Regular,Striped,847,2,1
S,Sleeveless,White,Round,Slim,Solid,1113,2,0
M,Full,White,Polo,Regular,Solid,933,1,0
S,Full,Blue,V-Neck,Loose,Solid,575,1,1
L,Half,White,Round,Regular,Printed,2118,2,0
M,Sleeveless,Black,V-Neck,Loose,Solid,1427,2,0
M,Half,White,Round,Loose,Striped,1018,0,1
M,Half,Green,V-Neck,Slim,Printed,2896,1,0
M,Full,Red,Polo,Loose,Printed,519,1,1
S,Full,Blue,Round,Slim,Striped,2218,8,1
S,Half,White,V-Neck,Slim,Checked,2089,7,0
S,Half,Yellow,Round,Loose,Solid,353,2,0
L,Half,Black,V-Neck,Regular,Printed,2933,4,0
M,Full,Green,Polo,Slim,Solid,603,2,0
M,Half,Green,Round,Regular,Striped,622,2,1
M,Full,Red,Round,Loose,Solid,542,1,0
M,Full,White,Round,Regular,Solid,700,0,1
M,Half,Green,Polo,Slim,Printed,2676,6,0
M,Half,Black,V-Neck,Slim,Striped,1906,5,0
L,Full,White,Round,Slim,Checked,972,0,1
S,Half,Blue,Round,Regular,Striped,804,2,1
L,Sleeveless,Black,V-Neck,Regular,Printed,885,3,1
S,Full,Black,Round,Slim,Solid,536,2,1
M,Sleeveless,Red,V-Neck,Regular,Printed,474,4,1
L,Half,Green,Round,Regular,Printed,1183,3,0
XL,Full,White,Polo,Regular,Solid,1060,0,0
M,Full,Black,Round,Regular,Solid,2381,0,0
M,Full,Green,Polo,Slim,Solid,563,0,1
S,Full,Black,V-Neck,Regular,Solid,470,3,1
M,Full,Black,V-Neck,Regular,Printed,803,3,1
S,Sleeveless,Blue,Mandarin,Slim,Solid,720,2,0
L,Full,Yellow,Round,Loose,Checked,1187,1,0
L,Full,Blue,Polo,Slim,Printed,799,0,1
S,Full,Blue,Mandarin,Slim,Solid,512,2,1
L,Sleeveless,Black,V-Neck,Loose,Striped,1558,5,0
M,Sleeveless,Blue,Mandarin,Regular,Checked,320,3,0
M,Full,Black,V-Neck,Slim,Solid,1717,1,1
L,Full,Black,Round,Slim,Solid,2166,3,1
XL,Full,White,Round,Slim,Solid,1981,0,0
M,Half,Black,Round,Slim,Printed,785,1,0
M,Half,White,V-Neck,Regular,Striped,2919,4,0
XL,Full,White,Polo,Loose,Striped,766,1,0
M,Half,Blue,Round,Slim,Striped,1406,0,0
L,Full,Green,Round,Slim,Solid,2929,7,1
M,Half,Blue,V-Neck,Loose,Printed,550,1,1
L,Sleeveless,White,Polo,Loose,Striped,935,2,0
M,Half,Blue,V-Neck,Regular,Striped,704,1,0
S,Half,Yellow,V-Neck,Regular,Printed,663,3,0
L,Half,Yellow,Round,Regular,Checked,1855,2,0
S,Full,Red,Round,Loose,Checked,1659,3,0
L,Full,Blue,Polo,Regular,Solid,801,6,0
XL,Half,Blue,Round,Regular,Striped,557,4,0
M,Sleeveless,Black,Round,Regular,Solid,1350,6,1
XL,Sleeveless,Blue,Polo,Regular,Striped,1243,1,0
M,Sleeveless,White,Round,Slim,Solid,2697,0,0
M,Half,Green,V-Neck,Regular,Striped,781,5,0
M,Full,Green,Polo,Regular,Printed,1867,0,0
L,Full,Black,Polo,Loose,Striped,2593,4,0
M,Sleeveless,Green,Round,Regular,Printed,1865,7,1
M,Half,Black,Round,Loose,Checked,323,5,0
M,Sleeveless,Blue,Polo,Slim,Striped,475,0,1
M,Full,Yellow,Mandarin,Regular,Printed,994,2,0
XL,Half,White,Round,Slim,Solid,409,3,0
XL,Full,White,Round,Regular,Solid,898,9,1
S,Full,Black,Mandarin,Regular,Printed,1582,0,1
L,Full,Black,V-Neck,Regular,Solid,675,1,1
S,Half,Green,Mandarin,Slim,Solid,841,3,1
M,Sleeveless,White,V-Neck,Regular,Striped,653,3,0
L,Half,Yellow,Round,Slim,Striped,1583,7,0
S,Half,Red,Polo,Regular,Striped,1359,1,0
M,Full,Black,V-Neck,Loose,Solid,1134,0,0
L,Full,White,V-Neck,Loose,Striped,1053,2,1
M,Half,Red,Mandarin,Regular,Solid,1899,0,1
M,Full,Blue,Round,Slim,Printed,1112,0,1
XL,Half,White,V-Neck,Slim,Solid,2854,9,0
XL,Full,Black,Mandarin,Slim,Checked,659,0,1
L,Half,Green,V-Neck,Slim,Checked,1584,7,0
XL,Sleeveless,Yellow,Polo,Slim,Printed,2977,1,0
M,Sleeveless,Green,Polo,Slim,Solid,2583,0,0
M,Full,Blue,Polo,Loose,Solid,3000,0,0
L,Sleeveless,White,V-Neck,Slim,Printed,1541,1,1
M,Half,Yellow,Round,Loose,Printed,2992,10,0
S,Half,Black,V-Neck,Loose,Striped,1354,2,1
M,Half,Green,Round,Loose,Printed,2687,10,0
M,Sleeveless,Red,Round,Slim,Checked,1771,4,1
L,Full,Black,V-Neck,Slim,Solid,2201,2,0
L,Full,White,Mandarin,Regular,Checked,869,0,1
M,Full,Black,Mandarin,Slim,Printed,1878,2,0
S,Sleeveless,Red,Polo,Regular,Striped,754,3,1
M,Half,White,V-Neck,Regular,Printed,294,2,0
L,Half,Blue,Mandarin,Regular,Solid,1230,7,1
M,Full,Red,Polo,Slim,Solid,1097,0,1
L,Full,Yellow,Round,Regular,Solid,891,2,0
XL,Half,Green,Round,Regular,Striped,858,2,0
XL,Full,Black,Round,Loose,Solid,1378,2,0
M,Full,Black,Polo,Regular,Striped,2176,7,0
S,Sleeveless,White,Polo,Slim,Solid,837,0,0
XL,Sleeveless,Blue,Round,Slim,Checked,570,6,0
L,Half,Blue,V-Neck,Regular,Solid,1016,7,1
L,Full,Yellow,Mandarin,Regular,Printed,2144,5,0
M,Sleeveless,Black,Mandarin,Loose,Printed,200,2,0
S,Sleeveless,Black,Mandarin,Regular,Printed,225,5,0
L,Full,Black,Polo,Regular,Striped,694,0,1
S,Half,Red,Polo,Loose,Checked,1363,3,0
L,Sleeveless,Black,Round,Regular,Checked,1746,1,0
M,Full,Yellow,V-Neck,Regular,Checked,1077,3,0
XL,Sleeveless,Green,Mandarin,Slim,Solid,2445,5,1
M,Full,Blue,Round,Slim,Solid,536,3,0
M,Half,Blue,V-Neck,Regular,Solid,1489,0,0
M,Half,Red,Round,Loose,Striped,568,8,1
XL,Full,Black,Polo,Regular,Checked,1115,3,0
M,Half,Black,Polo,Slim,Solid,484,0,0
M,Sleeveless,Red,Mandarin,Regular,Printed,2551,2,1
L,Full,Black,V-Neck,Regular,Striped,1865,0,0
S,Half,White,Round,Loose,Checked,1555,4,1
M,Sleeveless,Green,V-Neck,Regular,Striped,225,3,0
M,Full,Black,Polo,Slim,Checked,1076,3,0
XL,Full,Green,Round,Slim,Printed,2716,8,1
S,Full,Yellow,Mandarin,Regular,Printed,1176,0,0
M,Full,Red,Polo,Regular,Solid,1894,2,0
M,Full,Yellow,Round,Slim,Printed,935,5,1
L,Full,Blue,Polo,Loose,Checked,2000,3,0
L,Sleeveless,White,Round,Slim,Solid,940,3,0
M,Full,White,V-Neck,Regular,Striped,1210,1,0
M,Full,Green,Polo,Loose,Solid,752,3,1
S,Sleeveless,Yellow,V-Neck,Loose,Solid,799,9,0
M,Half,Blue,Round,Regular,Checked,1767,2,0
S,Full,White,Mandarin,Loose,Printed,1378,0,0
XL,Half,White,Round,Loose,Solid,562,3,0
L,Half,Black,Round,Slim,Printed,913,3,1
L,Sleeveless,White,Polo,Slim,Printed,775,0,0
S,Half,Blue,Round,Loose,Checked,1332,0,0
L,Sleeveless,Black,Round,Slim,Printed,451,5,0
L,Half,White,Mandarin,Regular,Printed,277,1,0
S,Full,Black,Polo,Regular,Printed,466,0,0
M,Full,Red,Round,Slim,Striped,491,4,0
L,Half,White,V-Neck,Slim,Checked,1323,4,1
M,Full,White,V-Neck,Loose,Solid,2440,2,0
XL,Full,Blue,Polo,Regular,Striped,2484,1,0
S,Sleeveless,Black,Polo,Slim,Striped,770,7,1
XL,Half,Red,Round,Regular,Checked,686,1,1
L,Full,White,V-Neck,Slim,Solid,1413,2,0
L,Half,Red,V-Neck,Slim,Striped,578,2,0
L,Full,Blue,Round,Slim,Striped,1907,2,1
M,Full,Black,Round,Slim,Striped,1984,2,0
S,Sleeveless,Black,Round,Regular,Checked,1445,0,0
S,Sleeveless,Yellow,V-Neck,Loose,Printed,1912,3,0
M,Full,Red,V-Neck,Regular,Printed,1003,0,0
L,Full,Black,V-Neck,Loose,Checked,1118,5,1
S,Half,Blue,V-Neck,Slim,Striped,906,3,0
S,Full,Blue,V-Neck,Loose,Solid,310,0,0
L,Sleeveless,Blue,V-Neck,Loose,Striped,761,1,0
XL,Full,Yellow,V-Neck,Loose,Solid,952,3,0
M,Sleeveless,Black,Mandarin,Loose,Printed,1888,4,0
L,Full,Black,Polo,Slim,Solid,200,2,1
XL,Half,Blue,Polo,Loose,Striped,1875,0,1
M,Half,Blue,Mandarin,Slim,Printed,1550,2,0
L,Full,White,Polo,Regular,Solid,861,1,0
L,Half,Blue,Polo,Slim,Solid,1165,3,0
L,Full,Red,V-Neck,Regular,Checked,1581,2,0
M,Sleeveless,Green,Polo,Slim,Checked,1254,2,1
M,Half,White,Round,Regular,Solid,2590,1,0
L,Half,Black,V-Neck,Regular,Checked,650,7,1
M,Half,Red,Round,Slim,Checked,464,2,0
S,Sleeveless,Black,V-Neck,Regular,Solid,2377,6,0
M,Full,Red,Polo,Loose,Solid,216,2,0
M,Half,Blue,Round,Slim,Striped,472,2,1
XL,Full,Green,Mandarin,Slim,Solid,419,8,1
M,Full,White,Mandarin,Loose,Printed,865,1,0
M,Half,Yellow,Round,Regular,Solid,1645,3,0
M,Sleeveless,Red,V-Neck,Regular,Printed,748,1,1
M,Full,Black,Mandarin,Regular,Checked,373,2,0
S,Half,Blue,Polo,Regular,Striped,869,0,0
L,Full,White,Mandarin,Slim,Printed,2852,0,0
L,Full,Yellow,V-Neck,Loose,Solid,317,6,0
S,Half,White,Round,Slim,Solid,1135,1,0
L,Half,Blue,Mandarin,Regular,Solid,3000,2,0
M,Full,Red,Mandarin,Regular,Solid,1066,2,1
L,Full,Blue,V-Neck,Regular,Checked,962,1,1
S,Full,White,V-Neck,Regular,Checked,2178,4,0
L,Full,Red,V-Neck,Slim,Solid,426,1,1
XL,Full,White,Round,Loose,Solid,2217,0,0
M,Full,Black,Round,Loose,Striped,794,3,1
S,Full,Black,Polo,Regular,Solid,200,4,1
L,Full,Yellow,Round,Regular,Solid,2750,1,1
S,Half,Red,Polo,Slim,Printed,1080,8,0
M,Full,Blue,V-Neck,Regular,Printed,979,4,0
XL,Half,Red,V-Neck,Regular,Printed,740,0,0
XL,Sleeveless,Blue,Polo,Regular,Solid,1896,1,1
M,Half,Blue,Polo,Loose,Solid,1158,3,0
M,Full,Red,V-Neck,Slim,Striped,2507,2,1
S,Full,Blue,Round,Loose,Solid,623,1,1
L,Sleeveless,Green,Polo,Regular,Checked,567,3,1
M,Sleeveless,Black,Polo,Loose,Checked,999,2,0
XL,Full,Red,V-Neck,Slim,Printed,1449,9,0
M,Sleeveless,Red,Round,Regular,Printed,1106,2,0
S,Full,Black,V-Neck,Slim,Striped,755,5,0
M,Full,Yellow,Mandarin,Loose,Checked,945,7,0
S,Half,White,V-Neck,Loose,Striped,1197,3,0
S,Full,White,V-Neck,Regular,Striped,1069,1,0
M,Half,Black,Polo,Regular,Solid,2262,5,0
S,Full,Green,Polo,Slim,Striped,431,3,1
L,Sleeveless,Blue,V-Neck,Regular,Striped,1996,9,0
S,Half,Blue,Round,Loose,Printed,2133,1,0
XL,Sleeveless,Red,Round,Regular,Solid,2521,2,0
L,Full,Green,Round,Regular,Solid,1081,4,0
M,Sleeveless,Yellow,Polo,Slim,Printed,520,3,0
XL,Full,Green,Round,Slim,Solid,1091,1,1
XL,Full,White,Mandarin,Loose,Striped,780,2,1
L,Half,White,V-Neck,Slim,Solid,1903,8,0
M,Full,Blue,Round,Regular,Solid,762,2,1
M,Half,Black,Polo,Slim,Printed,1521,2,1
S,Full,Red,Round,Regular,Solid,758,2,0
L,Full,Yellow,Polo,Slim,Printed,950,4,0
M,Sleeveless,Yellow,V-Neck,Slim,Solid,1019,2,0
M,Full,Yellow,V-Neck,Regular,Solid,634,2,0
XL,Full,Yellow,Polo,Regular,Solid,2275,8,1
M,Sleeveless,White,V-Neck,Regular,Solid,2355,1,0
L,Half,Green,Polo,Regular,Striped,1223,4,0
M,Half,Red,V-Neck,Loose,Striped,741,2,1
L,Full,Yellow,Polo,Loose,Solid,818,0,1
S,Half,Red,Mandarin,Slim,Striped,1308,4,0
XL,Full,White,Polo,Slim,Printed,2160,0,0
L,Sleeveless,Blue,Round,Slim,Solid,1580,8,0
L,Full,White,Round,Regular,Printed,1084,3,1
L,Sleeveless,Black,Polo,Regular,Printed,1012,2,1
S,Full,White,Mandarin,Regular,Solid,2049,5,0
XL,Full,Black,Mandarin,Loose,Printed,2735,9,0
S,Full,Black,Polo,Regular,Printed,591,2,1
L,Sleeveless,Red,V-Neck,Regular,Printed,364,3,0
L,Half,White,Polo,Slim,Striped,1272,5,1
L,Full,Yellow,Round,Regular,Solid,357,0,1
XL,Full,Blue,Round,Regular,Checked,1930,0,0
M,Half,Black,Round,Regular,Solid,2104,0,0
M,Sleeveless,Red,V-Neck,Regular,Solid,1093,0,1
L,Full,Green,Round,Regular,Solid,2011,7,1
M,Sleeveless,Red,Round,Slim,Solid,1192,3,1
M,Half,Black,Mandarin,Slim,Solid,2828,9,0
L,Full,Yellow,Round,Regular,Printed,920,1,1
L,Sleeveless,White,Round,Loose,Checked,1096,1,0
M,Half,Black,Mandarin,Regular,Solid,2327,1,0
S,Sleeveless,Black,Round,Slim,Solid,1359,4,1
M,Half,White,V-Neck,Regular,Printed,905,2,1
M,Half,Black,Polo,Loose,Printed,1348,3,0
M,Half,Yellow,V-Neck,Regular,Solid,552,3,0
L,Sleeveless,Black,Polo,Regular,Striped,1654,0,0
L,Sleeveless,White,Mandarin,Regular,Printed,1127,2,0
S,Full,Red,Round,Loose,Solid,653,3,1
S,Sleeveless,Black,Polo,Regular,Solid,926,2,0
M,Full,White,Polo,Regular,Solid,1196,1,0
XL,Sleeveless,Green,Polo,Slim,Printed,1764,2,0
XL,Sleeveless,Blue,Polo,Slim,Striped,2189,6,0
M,Half,Black,Mandarin,Slim,Striped,1791,7,1
M,Half,White,Round,Loose,Striped,1174,0,0
M,Half,White,V-Neck,Regular,Solid,831,5,0
M,Full,Black,V-Neck,Slim,Striped,1182,3,1
M,Half,Green,V-Neck,Loose,Printed,1719,6,1
L,Full,White,V-Neck,Loose,Solid,534,1,0
XL,Half,White,Round,Regular,Solid,778,1,0
XL,Half,Black,Round,Slim,Solid,908,2,1
M,Half,Yellow,Round,Regular,Checked,1883,3,0
S,Full,Red,V-Neck,Regular,Checked,1120,3,0
M,Half,Green,V-Neck,Loose,Printed,1994,2,0
XL,Full,Blue,Polo,Loose,Striped,1216,4,0
S,Half,Green,Polo,Regular,Striped,585,2,1
L,Sleeveless,Yellow,Mandarin,Regular,Striped,1049,4,1
M,Full,Blue,Round,Loose,Striped,938,1,0
XL,Half,Red,Round,Loose,Printed,1019,3,1
M,Full,Yellow,Mandarin,Regular,Solid,1228,1,0
M,Half,Black,Round,Slim,Solid,734,2,0
L,Full,Red,V-Neck,Loose,Checked,763,0,0
L,Full,Black,V-Neck,Slim,Striped,905,4,0
M,Half,Red,Round,Slim,Printed,903,8,1
M,Sleeveless,White,Round,Loose,Solid,377,1,0
M,Full,White,V-Neck,Regular,Solid,579,0,0
S,Full,Yellow,Round,Regular,Striped,930,2,0
M,Full,Black,Round,Loose,Solid,1076,8,1
M,Full,Yellow,Round,Loose,Checked,2552,0,0
XL,Sleeveless,White,Round,Regular,Striped,572,4,0
M,Sleeveless,Black,Round,Regular,Checked,2963,3,1
XL,Full,White,Mandarin,Regular,Striped,924,4,0
M,Half,Black,Round,Loose,Striped,1031,2,0
XL,Full,Blue,Polo,Regular,Printed,1141,0,1
M,Full,Blue,V-Neck,Slim,Striped,1842,1,1
L,Sleeveless,Blue,Round,Slim,Printed,2430,3,0
S,Half,White,Round,Regular,Checked,401,0,0
M,Full,Black,Mandarin,Slim,Solid,1410,2,0
L,Full,Green,Polo,Slim,Checked,469,1,0
L,Full,Yellow,Polo,Regular,Solid,502,1,0
XL,Full,Green,Round,Slim,Solid,1007,3,1
M,Full,Black,Round,Regular,Printed,335,2,0
L,Half,Black,Polo,Slim,Printed,266,1,1
L,Sleeveless,White,Mandarin,Regular,Printed,2369,5,0
L,Full,White,Polo,Regular,Checked,1095,8,0
XL,Full,Black,Mandarin,Slim,Striped,547,3,1
S,Sleeveless,Blue,Mandarin,Loose,Printed,2841,3,1
XL,Half,White,V-Neck,Loose,Solid,387,3,0
L,Sleeveless,Yellow,Round,Regular,Striped,397,0,0
L,Half,Blue,Polo,Regular,Striped,431,1,0
M,Full,Blue,Polo,Slim,Printed,1354,4,1
XL,Half,White,Polo,Slim,Printed,2276,2,0
S,Sleeveless,White,Mandarin,Loose,Solid,2460,5,1
L,Half,Blue,Polo,Loose,Striped,565,1,0
M,Half,Black,Round,Regular,Solid,1781,8,1
M,Half,Blue,Round,Slim,Solid,1602,2,1
M,Half,Blue,Round,Regular,Printed,1004,1,0
M,Half,White,Polo,Slim,Solid,1566,0,1
XL,Half,Yellow,Mandarin,Regular,Solid,1191,0,0
L,Full,Black,Mandarin,Regular,Checked,899,1,1
L,Half,Black,V-Neck,Regular,Striped,1257,5,1
XL,Full,Blue,Round,Slim,Solid,3000,2,0
L,Half,Green,Round,Regular,Checked,764,1,0
XL,Full,White,Round,Regular,Checked,504,0,0
L,Sleeveless,Blue,Mandarin,Regular,Solid,827,2,0
S,Sleeveless,White,Mandarin,Loose,Solid,1604,1,1
S,Half,Red,Mandarin,Slim,Solid,1828,7,0
M,Half,Black,Polo,Slim,Solid,878,3,1
M,Full,Blue,Polo,Regular,Striped,636,0,1
L,Full,Blue,Round,Regular,Solid,909,8,0
L,Full,Black,V-Neck,Regular,Checked,1395,1,0
L,Half,Blue,V-Neck,Loose,Printed,2630,4,1
M,Sleeveless,White,Polo,Slim,Solid,1775,7,0
M,Full,Black,Round,Regular,Striped,288,1,0
S,Sleeveless,Blue,Polo,Loose,Printed,324,0,0
L,Full,Green,V-Neck,Loose,Striped,1274,2,0
L,Half,Blue,V-Neck,Slim,Printed,1803,7,0
S,Full,Black,Round,Regular,Solid,2111,2,1
S,Sleeveless,Black,Polo,Regular,Checked,3000,1,0
S,Full,Black,Round,Loose,Checked,496,3,0
L,Half,Black,Polo,Slim,Printed,1622,8,1
S,Sleeveless,Blue,Polo,Loose,Printed,1649,2,1
L,Half,Blue,V-Neck,Slim,Printed,1994,4,1
L,Half,Red,Mandarin,Loose,Solid,2114,0,0
L,Half,Black,Polo,Loose,Checked,1316,1,0
L,Full,White,Mandarin,Slim,Striped,335,3,0
M,Half,Black,Mandarin,Loose,Solid,621,3,0
M,Half,Yellow,Polo,Slim,Checked,2419,4,0
M,Sleeveless,Black,V-Neck,Loose,Printed,1530,3,0
M,Full,Yellow,V-Neck,Regular,Solid,1550,2,0
M,Half,Red,Polo,Slim,Printed,727,7,1
XL,Half,White,V-Neck,Regular,Solid,1103,2,1
S,Half,Blue,Round,Regular,Solid,895,4,0
M,Full,Red,Polo,Slim,Solid,492,3,0
M,Half,White,V-Neck,Slim,Printed,2016,2,1
S,Half,Red,Round,Slim,Solid,530,1,1
S,Sleeveless,Red,Polo,Regular,Solid,654,0,0
M,Full,Black,Mandarin,Loose,Striped,643,6,1
L,Half,White,Round,Slim,Striped,315,4,1
M,Half,Black,Polo,Loose,Checked,800,1,0
XL,Full,Red,Mandarin,Regular,Striped,886,2,1
M,Full,Blue,V-Neck,Slim,Solid,498,2,1
S,Full,Black,Round,Loose,Solid,2238,1,0
XL,Sleeveless,Yellow,Polo,Loose,Striped,206,7,0
M,Half,Blue,Mandarin,Regular,Checked,2476,6,0
S,Half,White,V-Neck,Loose,Striped,2480,1,0
M,Full,Yellow,Polo,Slim,Solid,2689,2,0
S,Half,Green,Round,Regular,Solid,1820,7,0
L,Full,Red,V-Neck,Slim,Checked,2229,2,0
L,Full,Black,V-Neck,Regular,Printed,212,0,1
L,Half,Black,V-Neck,Regular,Checked,615,3,1
XL,Full,White,V-Neck,Slim,Printed,809,0,0
L,Sleeveless,White,Round,Slim,Solid,668,1,0
M,Sleeveless,Blue,Round,Loose,Striped,573,3,0
XL,Sleeveless,Black,Round,Loose,Checked,1154,2,1
XL,Half,Red,V-Neck,Regular,Printed,1091,1,0
L,Half,White,Polo,Regular,Checked,1959,1,0
M,Full,White,V-Neck,Slim,Printed,820,3,0
L,Sleeveless,Black,Polo,Regular,Solid,1803,0,1
M,Full,Blue,Round,Loose,Printed,498,1,1
M,Full,Blue,V-Neck,Regular,Solid,2013,6,1
S,Full,Black,Polo,Regular,Striped,419,0,1
L,Full,White,Polo,Loose,Checked,1183,4,1
M,Full,Black,Mandarin,Regular,Checked,989,2,0
S,Half,Red,Round,Regular,Solid,2745,2,0
L,Sleeveless,White,Round,Slim,Solid,2487,5,0
S,Half,Blue,Polo,Slim,Solid,879,0,1
S,Full,Blue,Round,Regular,Striped,1020,3,0
XL,Sleeveless,Blue,Mandarin,Regular,Solid,924,0,0
L,Full,White,Polo,Regular,Solid,1180,1,0
M,Full,Blue,Mandarin,Regular,Checked,578,2,0
S,Sleeveless,White,Round,Slim,Striped,738,1,0
M,Half,Red,Round,Loose,Striped,356,1,0
L,Full,Black,Mandarin,Loose,Printed,2335,2,1
S,Full,Black,Round,Slim,Checked,1664,3,0
S,Full,Yellow,V-Neck,Regular,Printed,550,1,0
M,Full,Black,V-Neck,Slim,Solid,430,0,0
XL,Full,Red,Mandarin,Regular,Solid,1446,1,0
M,Full,Green,Polo,Slim,Solid,262,3,1
M,Half,Yellow,V-Neck,Slim,Checked,808,2,1
L,Full,Yellow,V-Neck,Regular,Solid,1552,5,0
L,Sleeveless,Black,Polo,Slim,Printed,939,2,0
L,Full,White,Mandarin,Regular,Printed,2696,8,1
S,Half,Blue,Polo,Slim,Printed,1718,8,1
L,Sleeveless,Red,Polo,Slim,Striped,1326,0,0
S,Sleeveless,Red,V-Neck,Regular,Solid,612,4,1
M,Half,Black,Mandarin,Loose,Striped,333,3,0
L,Full,Blue,Round,Loose,Checked,1744,1,1
XL,Half,Green,Mandarin,Loose,Solid,2227,3,0
L,Full,White,Mandarin,Regular,Striped,1611,2,0
XL,Sleeveless,Black,Polo,Regular,Printed,739,1,0
XL,Sleeveless,Red,Mandarin,Regular,Striped,914,1,0
S,Sleeveless,Black,V-Neck,Regular,Striped,2815,2,1
L,Full,Green,Mandarin,Slim,Printed,2195,6,0
M,Half,Red,Mandarin,Regular,Checked,1012,3,1
S,Half,Red,Polo,Loose,Checked,1879,3,1
S,Half,White,Round,Regular,Checked,262,9,0
L,Sleeveless,Green,Polo,Regular,Printed,993,2,0
L,Full,Black,V-Neck,Regular,Striped,722,0,1
L,Sleeveless,Red,Round,Regular,Printed,509,4,0
S,Sleeveless,Red,Mandarin,Slim,Checked,1369,0,1
L,Full,Green,Mandarin,Regular,Printed,999,2,0
S,Half,Red,Round,Slim,Printed,2221,4,0
S,Half,Blue,Round,Regular,Checked,1760,5,0
L,Full,Red,V-Neck,Slim,Striped,2130,5,0
S,Half,Yellow,V-Neck,Loose,Striped,283,1,0
M,Half,Green,Polo,Loose,Striped,2551,8,0
XL,Full,Red,Round,Regular,Solid,1482,1,0
M,Full,Blue,Polo,Regular,Solid,1226,8,1
XL,Full,Red,V-Neck,Slim,Solid,501,2,1
L,Full,White,Round,Slim,Printed,1048,1,1
S,Full,Black,Polo,Regular,Checked,360,3,1
L,Sleeveless,White,Mandarin,Loose,Checked,1400,1,0
M,Full,Black,Round,Slim,Solid,358,3,0
M,Sleeveless,Black,V-Neck,Regular,Printed,1380,1,0
L,Sleeveless,Yellow,Mandarin,Regular,Striped,651,0,0
L,Full,Black,V-Neck,Loose,Striped,1113,0,1
S,Half,Black,Round,Slim,Solid,1412,1,0
XL,Half,Red,Round,Slim,Solid,766,3,0
XL,Half,White,Round,Slim,Printed,610,2,1
M,Half,Yellow,V-Neck,Slim,Striped,726,0,1
XL,Full,Red,V-Neck,Slim,Checked,2590,2,0
M,Half,Blue,Polo,Regular,Solid,2185,6,1
M,Sleeveless,Black,Round,Slim,Printed,568,7,1
M,Full,White,Round,Regular,Printed,1099,4,0
M,Half,White,Polo,Loose,Striped,752,2,1
M,Full,Yellow,V-Neck,Slim,Striped,735,3,1
L,Half,Green,Round,Regular,Solid,749,2,1
L,Full,Yellow,Mandarin,Loose,Solid,2182,3,0
S,Full,Black,V-Neck,Slim,Checked,643,3,0
XL,Sleeveless,White,Polo,Loose,Solid,1133,0,0
S,Half,Blue,Round,Loose,Checked,2969,9,0
M,Sleeveless,Red,V-Neck,Regular,Solid,615,1,0
L,Half,Yellow,Round,Loose,Printed,2582,5,1
M,Full,Blue,V-Neck,Slim,Solid,2832,2,1
S,Sleeveless,Blue,Round,Regular,Solid,412,1,0
M,Half,Black,V-Neck,Slim,Solid,306,3,0
L,Sleeveless,Black,Round,Slim,Solid,1789,5,0
M,Full,Yellow,Round,Slim,Striped,2531,5,0
M,Sleeveless,Black,Polo,Regular,Printed,578,7,0
M,Half,Black,V-Neck,Regular,Printed,313,2,1
L,Half,Yellow,Round,Loose,Checked,460,2,0
S,Full,Black,Polo,Regular,Checked,2886,2,0
L,Sleeveless,Green,Round,Regular,Checked,1330,8,0
L,Half,Blue,V-Neck,Slim,Striped,1703,1,1
XL,Half,Blue,Polo,Regular,Printed,1590,2,0
L,Half,Black,Round,Regular,Printed,2293,3,0
S,Full,Blue,Round,Loose,Printed,2984,5,0
L,Sleeveless,Green,V-Neck,Slim,Solid,1209,2,0
M,Full,Green,Polo,Regular,Checked,2860,4,0
L,Half,Yellow,V-Neck,Regular,Printed,947,2,0
M,Sleeveless,Black,Round,Loose,Checked,297,5,0
M,Half,Red,V-Neck,Loose,Striped,2962,1,0
S,Sleeveless,Blue,V-Neck,Loose,Solid,317,1,1
M,Full,Red,Round,Regular,Printed,338,2,0
M,Sleeveless,Black,Round,Slim,Printed,643,9,1
S,Full,Red,V-Neck,Loose,Printed,784,0,1
L,Half,Green,Mandarin,Loose,Striped,990,1,0
